fecha,nombre,email,contact_id,template,lang,subject,resultado,error
2026-03-26T00:44:00.842085,"Twin City Roofing Construction Specialists, Inc.",support@twincityroofing.com,YNPrREsouBTNqnZRLz2g,ai_receptionist,en,Twin City Roofing: Convert 245+ reviews into leads,OK,
2026-03-26T00:44:05.481301,Anchor Roofing & Exteriors,stu@anchorroofingmn.com,3SC8VKHFJKsPnNkKyAF9,ai_receptionist,en,Anchor Roofing — 100 reviews and missing calls,OK,
2026-03-26T00:44:10.133248,"Viking Contractors, LLC",info@vikingcontractorsllc.com,fOsXN6TzgZVTrFd4bC8r,ai_receptionist,en,Viking Contractors: Turn 372 reviews into more calls,OK,
2026-03-26T00:44:14.896849,22nd Century Roofing,main@22ndcenturyroofing.com,TblpKlsf7CfFVP3I3vHH,ai_receptionist,en,22nd Century Roofing + 151 Google reviews — missed opportunity,OK,
2026-03-26T00:44:19.588263,"Craftsmen Home Improvements, Inc.",contact@chi-service.com,w0HvWchKbMTXi9w83kdU,ai_receptionist,en,"Craftsmen Home Improvements — 435 reviews, zero missed calls",OK,
2026-03-26T00:44:23.924909,"Shelter Construction, LLC",info@shelter-usa.com,y1seY1lkMtvowJXo6hFD,ai_receptionist,en,"Shelter Construction: 196 reviews, still missing 24/7 calls",OK,
2026-03-26T00:44:30.042892,"New Life Contracting, Inc.",hello@newlifecontracting.com,yc85hVHDee6boa2L3l2i,ai_receptionist,en,New Life Contracting + 198 reviews = untapped calls,OK,
2026-03-26T00:44:35.026407,"Soderlin Plumbing, Heating & Air Conditioning",info@soderlin.com,kj5k83Ygj0EjHau4GKHV,ai_receptionist,en,Soderlin Plumbing: 290 Google reviews—capturing after-hours calls,OK,
2026-03-26T00:44:40.016404,Ron the Sewer Rat,info@ronthesewerrat.com,HoJKlBVf5RtzhPkjf9pD,ai_receptionist,en,"Ron the Sewer Rat + 4,600 reviews = missed calls opportunity",OK,
2026-03-26T00:44:45.020730,Bedrock Plumbing & Drain Cleaning,service@bedrockplumbers.com,XL4bdRNviXNWCijzl753,ai_receptionist,en,Bedrock Plumbing — 377 reviews but missing after-hours calls,OK,
2026-03-26T00:44:49.697453,Blue Yeti HVAC & Plumbing Services,support@blueyetiservices.com,x2DtOb0JwpkYLExYxWRF,ai_receptionist,en,Blue Yeti: 659 reviews + AI opportunity,OK,
2026-03-26T00:44:54.762300,Sabastian and Sons Plumbing Service LLC,snsplumbing.net@gmail.com,ywCpi0HGYDS0tQ9yd83G,ai_receptionist,en,Sebastian and Sons + 112 reviews = missed calls opportunity,OK,
2026-03-26T00:44:59.854543,MN Plumbing & Home Services,info@mnplumbing.com,Cr4g6Rq8mUJbseaKRYcf,ai_receptionist,en,MN Plumbing: 129 reviews but missing 24/7 calls,OK,
2026-03-26T00:45:05.444106,Water Heaters Now!,solutions@waterheatersnow.com,7S6Jm1grP6Wj7sDaSTzn,ai_receptionist,en,Water Heaters Now! + 504 reviews = untapped phone leads,OK,
2026-03-26T00:45:11.367772,Mark's Plumbing Service & Repair,info@marksplumbingservice.com,T1YPV5vyFTr31YG9lnfS,ai_receptionist,en,Mark's Plumbing — 204 reviews but missing after-hours calls,OK,
2026-03-26T00:45:16.381791,Norblom Plumbing,service@norblomplumbing.com,q1ZLrHkrgLxCoAMSXKbP,ai_receptionist,en,Norblom Plumbing: 145 reviews + AI for missed calls,OK,
2026-03-26T00:45:20.988774,Service Star Plumbing,contactservicestar@gmail.com,quSAI9NXkDr8DH8kvWu8,ai_receptionist,en,Service Star Plumbing + 771 reviews = missed calls,OK,
2026-03-26T00:45:25.760628,Varsity Painters,info@varsitypainters.com,sttn55sSeg7hPkJa5Iv3,ai_receptionist,en,Varsity Painters: 106 reviews + AI handling calls 24/7,OK,
2026-03-26T00:45:31.116299,Headwaters Painting,hello@headwaterspainting.com,WXJinQn8rXs0JHMRbvJu,ai_receptionist,en,Headwaters Painting: 293 reviews + missed calls?,OK,
2026-03-26T00:45:35.739933,On A Roll LLC,damon@onarollmn.com,yLhSengVwIu7O4gS6hMh,ai_receptionist,en,On A Roll LLC: 108 reviews but missing 24/7 calls,OK,
2026-03-26T00:45:40.401213,Home Drywall & Painting,info@homempls.com,YU4qjINYWhdLd3mjhIhu,ai_receptionist,en,"Home Drywall & Painting — 598 reviews, missing calls?",OK,
2026-03-26T00:45:45.827782,M. Carlson Painting,info@mcarlsonpainting.com,A4Iewggo1GWpmXIQwoPC,ai_receptionist,en,M. Carlson Painting + 615 reviews = missed calls,OK,
2026-03-26T00:45:50.693112,Durahome Painting Plus,info@my-domain.com,en5v9jOymIind3OfcmNs,ai_receptionist,en,Durahome Painting Plus + 129 Google reviews = missed calls,OK,
2026-03-26T00:45:55.609749,OKeefe Painting,conor@okeefepainting.com,TlW7VV3fT0PEQQ6BRHod,ai_receptionist,en,O'Keefe Painting + 142 Google reviews,OK,
2026-03-26T00:46:00.312391,BLUE Painting,hello@bluepainting.com,xrukg6kj9CYVURr3QhWH,ai_receptionist,en,BLUE Painting + 212 Google reviews = booking bottleneck?,OK,
2026-03-26T00:46:05.110146,Top-Tier Professional Painting,toptierpropainting@gmail.com,gUMmUVbQi8db1NHxdE5o,ai_receptionist,en,Top-Tier Professional Painting: 191 reviews—missing 24/7 lead capture,OK,
2026-03-26T00:46:10.149317,Flannery Painting,johnflannery@comcast.net,SOSd1sMjwpaRRM7GLVgf,ai_receptionist,en,Flannery Painting: 329 reviews + untapped calls,OK,
2026-03-26T00:46:14.719733,Ojeda Drywall & Painting,info@ojedadrywall.com,RMqZ4DBZMuwFNNjyFdgE,ai_receptionist,en,"Ojeda Drywall & Painting — 109 reviews, zero missed calls",OK,
2026-03-26T00:46:19.241948,"M P Johnson Construction, Inc.",info@mpjohnson.com,mVsz05kffl288jgMavK7,seo,en,"MP Johnson Construction — 8★ reviews, missing local visibility",OK,
2026-03-26T00:46:24.319515,Nordic Construction Llc,ryan@nordicconstructionllc.com,a8OICfa6lvfd3IiGwnUs,seo,en,"Nordic Construction: 5-star reviews, zero local visibility",OK,
2026-03-26T00:46:28.941696,Kenzo Construction,dylan@kenzoconstruction.com,3SbtJ7XqSr9REI9ao5HM,seo,en,"Kenzo Construction: 8★ reviews, zero local visibility",OK,
2026-03-26T00:48:39.117647,Liberte Construction,admin@liberteconstruction.com,YZ5PtRZ7Lo2p3ohETVIr,ai_receptionist,en,Liberte Construction + 216 reviews = missed calls?,OK,
2026-03-26T00:48:43.585883,Sela Roofing & Remodeling,info@selaroofing.com,8uentsgLrmfB5gM8bqVv,ai_receptionist,en,"Sela Roofing — 647 reviews, still missing 24/7 lead capture",OK,
2026-03-26T00:48:48.193590,R & R Roofing Inc.,rrroofing77@gmail.com,tlUBHbqdn6G98I8tAEKj,ai_receptionist,en,"R & R Roofing — 298 reviews, still missing 24/7 calls",OK,
2026-03-26T00:48:52.776669,Kaufman Roofing,info@kaufmanroofing.com,nDHVrSn0iAd2D8f4HKL9,ai_receptionist,en,Kaufman Roofing + 421 reviews = missed calls opportunity,OK,
2026-03-26T00:48:57.656775,Bayport Roofing and Siding,info@bayportroofing.com,1H3Aa93F1DdAcHYdJv7z,ai_receptionist,en,"Bayport Roofing — 279 reviews, still missing overnight calls",OK,
2026-03-26T00:49:03.560022,eRoof,quote@eroofquote.com,HfOODvLpoCf9LaZihLRs,ai_receptionist,en,eRoof: 263 reviews but missing 24/7 calls,OK,
2026-03-26T00:49:08.278026,All Ears Roofing - Minnesota,info@allearsroofing.com,M5GKtqml9kC1ZuRUvg55,ai_receptionist,en,All Ears Roofing + 101 Google reviews = missed calls,OK,
2026-03-26T00:49:13.141014,"Twin City Roofing Construction Specialists, Inc.",support@twincityroofing.com,YNPrREsouBTNqnZRLz2g,ai_receptionist,en,Twin City Roofing + 245 Google reviews = untapped leads,OK,
2026-03-26T00:49:18.025241,Anchor Roofing & Exteriors,stu@anchorroofingmn.com,3SC8VKHFJKsPnNkKyAF9,ai_receptionist,en,"Anchor Roofing — 100 reviews, but missing calls?",OK,
2026-03-26T00:49:22.547071,"Viking Contractors, LLC",info@vikingcontractorsllc.com,fOsXN6TzgZVTrFd4bC8r,ai_receptionist,en,Viking Contractors: 372 reviews + AI phone system,OK,
2026-03-26T00:49:27.707726,22nd Century Roofing,main@22ndcenturyroofing.com,TblpKlsf7CfFVP3I3vHH,ai_receptionist,en,22nd Century Roofing + 151 Google reviews = untapped phone leads,OK,
2026-03-26T00:49:32.297236,"Craftsmen Home Improvements, Inc.",contact@chi-service.com,w0HvWchKbMTXi9w83kdU,ai_receptionist,en,Craftsmen Home Improvements + 435 reviews = missed calls,OK,
2026-03-26T00:49:36.959197,"Shelter Construction, LLC",info@shelter-usa.com,y1seY1lkMtvowJXo6hFD,ai_receptionist,en,Shelter Construction: 196 reviews + phone gaps,OK,
2026-03-26T00:49:41.672514,"New Life Contracting, Inc.",hello@newlifecontracting.com,yc85hVHDee6boa2L3l2i,ai_receptionist,en,New Life Contracting + 198 Google reviews,OK,
2026-03-26T00:49:47.045367,"Soderlin Plumbing, Heating & Air Conditioning",info@soderlin.com,kj5k83Ygj0EjHau4GKHV,ai_receptionist,en,"Soderlin Plumbing — 290 reviews, zero after-hours calls captured",OK,
2026-03-26T00:49:51.595191,Ron the Sewer Rat,info@ronthesewerrat.com,HoJKlBVf5RtzhPkjf9pD,ai_receptionist,en,"Ron the Sewer Rat + 4,600 reviews = missed calls",OK,
2026-03-26T00:49:56.046325,Bedrock Plumbing & Drain Cleaning,service@bedrockplumbers.com,XL4bdRNviXNWCijzl753,ai_receptionist,en,Bedrock Plumbing — 377 reviews but missing calls?,OK,
2026-03-26T00:50:01.183838,Blue Yeti HVAC & Plumbing Services,support@blueyetiservices.com,x2DtOb0JwpkYLExYxWRF,ai_receptionist,en,Blue Yeti HVAC: 659 reviews + AI receptionist opportunity,OK,
2026-03-26T00:50:05.949643,Sabastian and Sons Plumbing Service LLC,snsplumbing.net@gmail.com,ywCpi0HGYDS0tQ9yd83G,ai_receptionist,en,"Sebastian and Sons: 112 reviews, but missing calls?",OK,
2026-03-26T00:50:12.460180,MN Plumbing & Home Services,info@mnplumbing.com,Cr4g6Rq8mUJbseaKRYcf,ai_receptionist,en,"MN Plumbing - 129 reviews, missing 24/7 calls",OK,
2026-03-26T00:50:17.056081,Water Heaters Now!,solutions@waterheatersnow.com,7S6Jm1grP6Wj7sDaSTzn,ai_receptionist,en,Water Heaters Now + 504 reviews = untapped calls,OK,
2026-03-26T00:50:21.802186,Mark's Plumbing Service & Repair,info@marksplumbingservice.com,T1YPV5vyFTr31YG9lnfS,ai_receptionist,en,"Mark's Plumbing — 204 reviews, missing calls after hours",OK,
2026-03-26T00:50:26.942294,Norblom Plumbing,service@norblomplumbing.com,q1ZLrHkrgLxCoAMSXKbP,ai_receptionist,en,Norblom Plumbing + 145 Google reviews = missed calls,OK,
2026-03-26T00:50:32.356638,Service Star Plumbing,contactservicestar@gmail.com,quSAI9NXkDr8DH8kvWu8,ai_receptionist,en,Service Star Plumbing + 771 reviews = untapped opportunity,OK,
2026-03-26T00:50:36.645214,Varsity Painters,info@varsitypainters.com,sttn55sSeg7hPkJa5Iv3,ai_receptionist,en,Varsity Painters + 106 reviews = missed calls,OK,
2026-03-26T00:50:41.208455,Headwaters Painting,hello@headwaterspainting.com,WXJinQn8rXs0JHMRbvJu,ai_receptionist,en,Headwaters Painting + 293 reviews = missed calls?,OK,
2026-03-26T00:50:46.025550,On A Roll LLC,damon@onarollmn.com,yLhSengVwIu7O4gS6hMh,ai_receptionist,en,On A Roll LLC: 108 reviews + AI receptionist opportunity,OK,
2026-03-26T00:50:50.415395,Home Drywall & Painting,info@homempls.com,YU4qjINYWhdLd3mjhIhu,ai_receptionist,en,"Home Drywall & Painting — 598 reviews, missing calls",OK,
2026-03-26T00:50:55.374997,M. Carlson Painting,info@mcarlsonpainting.com,A4Iewggo1GWpmXIQwoPC,ai_receptionist,en,M. Carlson Painting + 615 reviews = missed calls,OK,
2026-03-26T00:50:59.445585,Durahome Painting Plus,info@my-domain.com,en5v9jOymIind3OfcmNs,ai_receptionist,en,Durahome Painting Plus + 129 Google Reviews = Missed Calls?,FALLO,GHL API error
2026-03-26T00:51:07.182057,OKeefe Painting,conor@okeefepainting.com,TlW7VV3fT0PEQQ6BRHod,ai_receptionist,en,O'Keefe Painting: 142 reviews + 24/7 call handling,OK,
2026-03-26T00:51:11.819685,BLUE Painting,hello@bluepainting.com,xrukg6kj9CYVURr3QhWH,ai_receptionist,en,BLUE Painting: 212 reviews + AI handling calls 24/7,OK,
2026-03-26T00:51:16.302684,Top-Tier Professional Painting,toptierpropainting@gmail.com,gUMmUVbQi8db1NHxdE5o,ai_receptionist,en,Top-Tier Painting: 191 reviews + untapped calls,OK,
2026-03-26T00:51:21.030104,Flannery Painting,johnflannery@comcast.net,SOSd1sMjwpaRRM7GLVgf,ai_receptionist,en,Flannery Painting + 329 reviews = missed calls,OK,
2026-03-26T00:51:25.723214,Ojeda Drywall & Painting,info@ojedadrywall.com,RMqZ4DBZMuwFNNjyFdgE,ai_receptionist,en,"Ojeda Drywall & Painting — 109 reviews, but are calls getting through?",OK,
2026-03-26T00:51:30.691923,"M P Johnson Construction, Inc.",info@mpjohnson.com,mVsz05kffl288jgMavK7,seo,en,"MP Johnson Construction — 8★ reviews, missing local visibility",OK,
2026-03-26T00:51:35.454719,Nordic Construction Llc,ryan@nordicconstructionllc.com,a8OICfa6lvfd3IiGwnUs,seo,en,"Nordic Construction: 5-star reviews, zero local visibility",OK,
2026-03-26T00:51:39.736501,Kenzo Construction,dylan@kenzoconstruction.com,3SbtJ7XqSr9REI9ao5HM,seo,en,"Kenzo Construction: 8-star reviews, but Google visibility issue",OK,
2026-03-26T00:51:44.328775,Priority Roofing,minneapolis@priorityroofs.com,iHOLxJCayr7FXEOPdK7b,seo,en,Priority Roofing: 9★ reviews but missing top 3 rankings,OK,
2026-03-26T00:51:48.984276,Exceptional Exteriors | Roofing Contractors | MINN,admin@exceptionalexil.com,SXqc1ELbnl58eZmTGYHh,seo,en,Exceptional Exteriors: 4★ Google reviews — let's hit top 3 local rankings,OK,
2026-03-26T00:51:53.598964,Classic Concepts Painting and Renovations,cc.classicconcepts@gmail.com,f9U7Ffa34z7SNiwoUxq1,seo,en,Classic Concepts: 7 reviews isn't showing your full potential,OK,
2026-03-26T00:51:58.261284,Ring Construction,joe@justaringaway.com,j1QIIeYMdLNaKdKWI0jt,seo,en,Ring Construction: 12 reviews but ranking nowhere,OK,
2026-03-26T00:52:04.603538,Complete Construction of Mpls,contact@ccmpls.com,yV4Imc9gFFrJ5m6vwAvF,ai_receptionist,en,Complete Construction of Mpls + 94 Google Reviews,OK,
2026-03-26T00:52:09.234792,Grizzly Construction,hello@grizzlyconstructionmn.com,ktj4RP3nynLlrKYguxM3,ai_receptionist,en,Grizzly Construction + 40 Google Reviews = Missed Calls?,OK,
2026-03-26T00:52:13.914362,Muse Remodeling,museremodeling@gmail.com,YHrGkrvgJhev9Mj6D3Vr,ai_receptionist,en,Muse Remodeling + 31 Google reviews — capturing more leads,OK,
2026-03-26T00:52:18.510795,Elysian Construction,info@elysianbuilt.com,N6cOF026bH5fDceqwBft,ai_receptionist,en,Elysian Construction + 95 Google reviews = missed calls,OK,
2026-03-26T00:52:23.022487,Urban Renovations LLC,ur@urbanrenovationsmn.com,ckJsNl0SLWmM5kbjsXg3,ai_receptionist,en,Urban Renovations: 37 reviews but phones still ringing?,OK,
2026-03-26T00:52:27.708524,Simon Construction,info@simonconstruction.com,x0y10k9FmjITo1ka6ztA,seo,en,"Simon Construction: 14 reviews, missing local SEO traction",OK,
2026-03-26T00:52:32.140009,Tusk Builders,hello@tuskbuilders.com,Z3OF42I062hWaSt49Lij,ai_receptionist,en,Tusk Builders + 27 Google reviews = missed calls,OK,
2026-03-26T00:52:36.888893,JoNick Construction,info@jonickconstruction.com,nyLSlDlZqUQVz8EUoi0j,ai_receptionist,en,JoNick Construction + 50 Google reviews = missed calls opportunity,OK,
2026-03-26T00:52:42.473607,Prima Construction,info@prima-construction.com,GLbo2ngjb531a1IpTaRC,ai_receptionist,en,Prima Construction + 33 Google reviews,OK,
2026-03-26T00:52:47.151558,Red Fox Remodeling,info@redfoxremodeling.com,7LirykLtdcSIDIdXIMqg,ai_receptionist,en,Red Fox Remodeling + 21 Google Reviews = Missed Calls,OK,
2026-03-26T00:52:52.153269,Wonderwoman Construction,info@wonderwomanconstruction.com,jYCcdChdaCj06xQQiNTS,seo,en,Wonderwoman Construction + 18 reviews = untapped opportunity,OK,
2026-03-26T00:52:57.348251,M General Contractors,info@mgencon.com,mjGE1kxhCl2dDqPnGJYu,ai_receptionist,en,M General Contractors + 22 Google reviews = untapped opportunity,OK,
2026-03-26T00:53:01.862713,Mn Construction & Remodeling INC,minnesotaalltiling@gmail.com,IesOov2OMMzG4M1oGsM2,ai_receptionist,en,Mn Construction & Remodeling — 31 reviews but missing calls,OK,
2026-03-26T00:53:15.758338,Liberte Construction,admin@liberteconstruction.com,YZ5PtRZ7Lo2p3ohETVIr,ai_receptionist,en,"Liberte Construction — 216 reviews, still missing calls after hours",OK,
2026-03-26T00:53:20.731808,Sela Roofing & Remodeling,info@selaroofing.com,8uentsgLrmfB5gM8bqVv,ai_receptionist,en,Sela Roofing: 647 reviews + AI that answers calls 24/7,OK,
2026-03-26T00:53:25.213314,R & R Roofing Inc.,rrroofing77@gmail.com,tlUBHbqdn6G98I8tAEKj,ai_receptionist,en,R & R Roofing: 298 reviews but losing calls after hours,OK,
2026-03-26T00:53:29.994176,Kaufman Roofing,info@kaufmanroofing.com,nDHVrSn0iAd2D8f4HKL9,ai_receptionist,en,Kaufman Roofing + 421 reviews = missed calls,OK,
2026-03-26T00:53:35.893594,Bayport Roofing and Siding,info@bayportroofing.com,1H3Aa93F1DdAcHYdJv7z,ai_receptionist,en,"Bayport Roofing — 279 reviews, but missing calls?",OK,
2026-03-26T00:53:40.605336,eRoof,quote@eroofquote.com,HfOODvLpoCf9LaZihLRs,ai_receptionist,en,eRoof: 263 reviews but missing after-hours leads,OK,
2026-03-26T00:53:45.224159,All Ears Roofing - Minnesota,info@allearsroofing.com,M5GKtqml9kC1ZuRUvg55,ai_receptionist,en,All Ears Roofing + 101 Google reviews = missed calls,OK,
2026-03-26T00:53:49.714406,"Twin City Roofing Construction Specialists, Inc.",support@twincityroofing.com,YNPrREsouBTNqnZRLz2g,ai_receptionist,en,Twin City Roofing + 245 Google Reviews = Missed Calls,OK,
2026-03-26T00:53:54.402462,Anchor Roofing & Exteriors,stu@anchorroofingmn.com,3SC8VKHFJKsPnNkKyAF9,ai_receptionist,en,"Anchor Roofing: 100 reviews, missing 24/7 calls",OK,
2026-03-26T00:53:59.224325,"Viking Contractors, LLC",info@vikingcontractorsllc.com,fOsXN6TzgZVTrFd4bC8r,ai_receptionist,en,Viking Contractors: 372 reviews + AI that answers calls 24/7,OK,
2026-03-26T00:54:04.156187,22nd Century Roofing,main@22ndcenturyroofing.com,TblpKlsf7CfFVP3I3vHH,ai_receptionist,en,22nd Century Roofing + 151 Google reviews,OK,
2026-03-26T00:54:08.735435,"Craftsmen Home Improvements, Inc.",contact@chi-service.com,w0HvWchKbMTXi9w83kdU,ai_receptionist,en,"Craftsmen Home Improvements — 435 reviews, zero after-hours calls",OK,
2026-03-26T00:54:13.894240,"Shelter Construction, LLC",info@shelter-usa.com,y1seY1lkMtvowJXo6hFD,ai_receptionist,en,Shelter Construction: 196 reviews + AI answering calls,OK,
2026-03-26T00:54:19.569323,"New Life Contracting, Inc.",hello@newlifecontracting.com,yc85hVHDee6boa2L3l2i,ai_receptionist,en,New Life Contracting + 198 reviews = opportunity,OK,
2026-03-26T00:54:23.935627,"Soderlin Plumbing, Heating & Air Conditioning",info@soderlin.com,kj5k83Ygj0EjHau4GKHV,ai_receptionist,en,Soderlin Plumbing: 290 reviews & missing midnight calls,OK,
2026-03-26T00:54:29.549443,Ron the Sewer Rat,info@ronthesewerrat.com,HoJKlBVf5RtzhPkjf9pD,ai_receptionist,en,"Ron the Sewer Rat + 4,600 reviews = missed calls",OK,
2026-03-26T00:54:34.479661,Bedrock Plumbing & Drain Cleaning,service@bedrockplumbers.com,XL4bdRNviXNWCijzl753,ai_receptionist,en,Bedrock Plumbing — 377 reviews but missing after-hours calls,OK,
2026-03-26T00:54:39.083797,Blue Yeti HVAC & Plumbing Services,support@blueyetiservices.com,x2DtOb0JwpkYLExYxWRF,ai_receptionist,en,Blue Yeti: 659 reviews but missing after-hours calls,OK,
2026-03-26T00:54:43.768687,Sabastian and Sons Plumbing Service LLC,snsplumbing.net@gmail.com,ywCpi0HGYDS0tQ9yd83G,ai_receptionist,en,"Sebastian and Sons — 112 reviews, but missed calls?",OK,
2026-03-26T00:54:48.459432,MN Plumbing & Home Services,info@mnplumbing.com,Cr4g6Rq8mUJbseaKRYcf,ai_receptionist,en,MN Plumbing: 129 reviews + AI answering calls 24/7,OK,
2026-03-26T00:54:53.197756,Water Heaters Now!,solutions@waterheatersnow.com,7S6Jm1grP6Wj7sDaSTzn,ai_receptionist,en,"Water Heaters Now - 504 reviews, but missing after-hours calls",OK,
2026-03-26T00:54:57.771205,Mark's Plumbing Service & Repair,info@marksplumbingservice.com,T1YPV5vyFTr31YG9lnfS,ai_receptionist,en,Mark's Plumbing — 204 reviews & missed calls,OK,
2026-03-26T00:55:02.343173,Norblom Plumbing,service@norblomplumbing.com,q1ZLrHkrgLxCoAMSXKbP,ai_receptionist,en,Norblom Plumbing + 145 reviews = missed calls,OK,
2026-03-26T00:55:07.331137,Service Star Plumbing,contactservicestar@gmail.com,quSAI9NXkDr8DH8kvWu8,ai_receptionist,en,Service Star Plumbing: 771 reviews—time to capture after-hours calls,OK,
2026-03-26T00:55:12.220565,Varsity Painters,info@varsitypainters.com,sttn55sSeg7hPkJa5Iv3,ai_receptionist,en,Varsity Painters + 106 reviews = untapped lead goldmine,OK,
2026-03-26T00:55:16.787123,Headwaters Painting,hello@headwaterspainting.com,WXJinQn8rXs0JHMRbvJu,ai_receptionist,en,Headwaters Painting + 293 reviews = untapped potential,OK,
2026-03-26T00:55:21.287615,On A Roll LLC,damon@onarollmn.com,yLhSengVwIu7O4gS6hMh,ai_receptionist,en,On A Roll LLC + 108 Google reviews = untapped phone potential,OK,
2026-03-26T00:55:25.557716,Home Drywall & Painting,info@homempls.com,YU4qjINYWhdLd3mjhIhu,ai_receptionist,en,Home Drywall & Painting + 598 reviews = missed calls,OK,
2026-03-26T00:55:30.367694,M. Carlson Painting,info@mcarlsonpainting.com,A4Iewggo1GWpmXIQwoPC,ai_receptionist,en,M. Carlson Painting + 615 reviews = missed calls,OK,
2026-03-26T00:55:34.472619,Durahome Painting Plus,info@my-domain.com,en5v9jOymIind3OfcmNs,ai_receptionist,en,Durahome Painting Plus + 129 Google reviews = missed calls?,FALLO,GHL API error
2026-03-26T00:55:39.282106,OKeefe Painting,conor@okeefepainting.com,TlW7VV3fT0PEQQ6BRHod,ai_receptionist,en,OKeefe Painting + 142 Google reviews = missed calls,OK,
2026-03-26T00:55:45.349689,BLUE Painting,hello@bluepainting.com,xrukg6kj9CYVURr3QhWH,ai_receptionist,en,BLUE Painting: 212 reviews + AI answering calls 24/7,OK,
2026-03-26T00:55:49.858082,Top-Tier Professional Painting,toptierpropainting@gmail.com,gUMmUVbQi8db1NHxdE5o,ai_receptionist,en,Top-Tier Professional Painting + 191 reviews = missed calls,OK,
2026-03-26T00:55:54.346867,Flannery Painting,johnflannery@comcast.net,SOSd1sMjwpaRRM7GLVgf,ai_receptionist,en,Flannery Painting: 329 reviews + missed calls opportunity,OK,
2026-03-26T00:55:58.993388,Ojeda Drywall & Painting,info@ojedadrywall.com,RMqZ4DBZMuwFNNjyFdgE,ai_receptionist,en,"Ojeda Drywall & Painting — 109 reviews, still missing calls",OK,
2026-03-26T00:56:03.621806,"M P Johnson Construction, Inc.",info@mpjohnson.com,mVsz05kffl288jgMavK7,seo,en,MP Johnson Construction — 8★ but missing reviews on Google,OK,
2026-03-26T00:56:08.562324,Nordic Construction Llc,ryan@nordicconstructionllc.com,a8OICfa6lvfd3IiGwnUs,seo,en,"Nordic Construction: 5-star reviews, zero local visibility",OK,
2026-03-26T00:56:13.614868,Kenzo Construction,dylan@kenzoconstruction.com,3SbtJ7XqSr9REI9ao5HM,seo,en,"Kenzo Construction: 8★ rating, but missing reviews where it counts",OK,
2026-03-26T00:56:18.400752,Priority Roofing,minneapolis@priorityroofs.com,iHOLxJCayr7FXEOPdK7b,seo,en,Priority Roofing + 9★ reviews = untapped local SEO,OK,
2026-03-26T00:56:23.529672,Exceptional Exteriors | Roofing Contractors | MINN,admin@exceptionalexil.com,SXqc1ELbnl58eZmTGYHh,seo,en,Exceptional Exteriors + 4-star reviews = untapped lead potential,OK,
2026-03-26T00:56:28.267877,Classic Concepts Painting and Renovations,cc.classicconcepts@gmail.com,f9U7Ffa34z7SNiwoUxq1,seo,en,Classic Concepts: 7 Google reviews isn't enough for Minneapolis painters,OK,
2026-03-26T00:56:33.093169,Ring Construction,joe@justaringaway.com,j1QIIeYMdLNaKdKWI0jt,seo,en,Ring Construction + 12 Google Reviews = Opportunity,OK,
2026-03-26T00:56:37.644620,Complete Construction of Mpls,contact@ccmpls.com,yV4Imc9gFFrJ5m6vwAvF,ai_receptionist,en,Complete Construction + 94 Google reviews = opportunity,OK,
